,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,district_size,community_type,property_wealth,tax_rate,rating
2294,4.0,2587.0,94.3,0.0,96.6,100.0,144.0,42.4,14.8,1398.0,19.8,43393.0,10.2,23263150.0,9180.0,48.3,39.3,12.4,11007138.0,4344.0,"1,600 to 2,999",Other Central City Suburban,"$259,094 to < $282,185",$1.2365 to under $1.3593,Met Standard
2295,3.0,610.0,96.6,0.0,88.9,100.0,33.0,66.7,9.1,1300.0,18.7,43936.0,10.4,6438702.0,10521.0,68.2,22.3,9.6,3042445.0,4971.0,500 to 999,Rural,"$151,909 to < $181,217",$1.2365 to under $1.3593,Met Standard
2296,2.0,356.0,95.7,0.0,94.7,100.0,19.0,52.6,10.0,-1.0,19.3,37902.0,10.9,3814655.0,10394.0,62.5,28.2,9.4,1783714.0,4860.0,Under 500,Rural,"$200,649 to < $226,769",Under $1.1251,Met Standard
2297,3.0,599.0,96.8,0.0,97.0,92.7,32.0,34.4,45.5,1521.0,21.7,41115.0,10.2,6677566.0,10823.0,61.8,32.5,5.8,2864089.0,4642.0,500 to 999,Rural,"$181,217 to < $200,649",$1.3593 and over,Met Standard
2298,3.0,520.0,95.6,0.6,91.7,100.0,37.0,54.1,30.0,1378.0,20.9,42620.0,12.6,5547822.0,10468.0,87.1,7.7,5.2,2971951.0,5607.0,500 to 999,Rural,"Under $101,960",$1.3593 and over,Met Standard
2299,6.0,2791.0,95.5,0.5,95.1,100.0,158.0,44.3,17.1,1463.0,20.1,45855.0,11.8,28020310.0,10072.0,51.4,34.1,14.5,13199243.0,4745.0,"1,600 to 2,999",Non-metropolitan Stable,"$181,217 to < $200,649",$1.2365 to under $1.3593,Met Standard
2300,3.0,836.0,94.9,2.9,84.5,75.0,51.0,21.6,27.3,-1.0,20.7,42272.0,9.8,7284059.0,8569.0,65.0,27.1,7.9,3804731.0,4476.0,500 to 999,Non-metropolitan Stable,"$151,909 to < $181,217",$1.1251 to under $1.2365,Improvement Required
2301,3.0,639.0,95.1,0.5,100.0,98.0,42.0,57.1,12.5,-1.0,19.0,50229.0,16.9,10497570.0,16506.0,20.0,74.9,5.1,5021088.0,7895.0,500 to 999,Rural,"$683,703 to < $2,233,241",Under $1.1251,Met Standard
2302,2.0,322.0,96.4,0.0,96.3,100.0,24.0,58.3,21.4,-1.0,20.8,45519.0,16.6,7188665.0,23962.0,5.9,91.4,2.7,1877822.0,6259.0,Under 500,Rural,"$2,233,241 and over",$1.2365 to under $1.3593,Met Standard
2303,1.0,246.0,96.1,0.0,100.0,100.0,15.0,46.7,0.0,-1.0,18.5,41797.0,15.4,4107402.0,17331.0,20.3,74.5,5.2,1341102.0,5659.0,Under 500,Rural,"$525,059 to < $683,703",$1.3593 and over,Met Standard
2304,3.0,990.0,95.4,0.0,98.2,98.3,58.0,67.2,25.6,1435.0,22.0,48123.0,13.8,16694016.0,17087.0,15.3,79.6,5.2,6141731.0,6286.0,500 to 999,Non-metropolitan Stable,"$683,703 to < $2,233,241",$1.3593 and over,Met Standard
2305,2.0,327.0,96.2,0.8,100.0,96.0,26.0,42.3,36.4,1498.0,24.7,44256.0,14.2,4257207.0,11696.0,7.6,87.0,5.5,1930440.0,5303.0,Under 500,Rural,"$683,703 to < $2,233,241",$1.2365 to under $1.3593,Met Standard
2306,4.0,1558.0,95.2,0.8,92.4,97.5,103.0,59.2,13.1,1479.0,18.6,42929.0,13.0,18025281.0,11743.0,46.4,37.0,16.6,7490035.0,4880.0,"1,000 to 1,599",Non-metropolitan Stable,"$239,665 to < $259,094",$1.3593 and over,Met Standard
2307,3.0,746.0,97.5,0.9,97.4,97.9,38.0,71.1,25.9,-1.0,20.0,45106.0,13.4,6828264.0,9631.0,57.2,36.2,6.6,3159300.0,4456.0,500 to 999,Rural,"$239,665 to < $259,094",$1.1251 to under $1.2365,Met Standard
2308,4.0,1204.0,96.4,0.3,98.7,98.8,76.0,57.9,27.3,1506.0,21.5,46301.0,14.0,12250350.0,10390.0,24.2,72.7,3.1,5351562.0,4539.0,"1,000 to 1,599",Non-metropolitan Stable,"$469,944 to < $525,059",$1.2365 to under $1.3593,Met Standard
2309,2.0,417.0,94.8,0.8,95.7,96.9,19.0,31.6,16.7,-1.0,-1.0,42848.0,11.0,8551009.0,21271.0,18.8,29.4,51.9,2450039.0,6095.0,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251,Met Standard
2310,3.0,1527.0,95.3,1.0,94.3,96.8,101.0,65.3,19.7,1393.0,19.8,42635.0,13.3,14732834.0,9610.0,57.7,33.3,9.1,6985865.0,4557.0,"1,000 to 1,599",Non-metropolitan Stable,"$151,909 to < $181,217",$1.2365 to under $1.3593,Met Standard
2311,5.0,2616.0,95.1,0.4,94.7,94.7,160.0,58.1,16.1,1453.0,19.0,43703.0,13.4,27718964.0,10472.0,48.6,37.3,14.1,12936379.0,4887.0,"1,600 to 2,999",Independent Town,"$239,665 to < $259,094",$1.2365 to under $1.3593,Met Standard
2312,3.0,1427.0,95.7,0.0,96.7,93.5,89.0,56.2,30.0,1583.0,20.4,42146.0,14.4,12496126.0,8530.0,67.8,23.3,8.9,6003133.0,4098.0,"1,000 to 1,599",Non-metropolitan Stable,"$101,960 to < $151,909",$1.1251 to under $1.2365,Improvement Required
2313,3.0,472.0,95.2,0.6,85.3,100.0,30.0,60.0,5.6,1325.0,-1.0,43789.0,14.0,6136181.0,13457.0,7.0,86.0,7.0,2487041.0,5454.0,Under 500,Rural,"$683,703 to < $2,233,241",$1.3593 and over,Met Standard
2314,1.0,239.0,95.5,1.3,93.3,93.3,15.0,-2.0,23.3,1432.0,19.6,45145.0,16.5,3420877.0,11327.0,41.1,54.3,4.7,2291569.0,7588.0,Under 500,Rural,"$525,059 to < $683,703",Under $1.1251,Met Standard
2315,7.0,5019.0,96.4,0.4,96.7,94.3,328.0,71.3,26.9,1464.0,22.2,49028.0,15.1,41947713.0,8366.0,29.3,62.5,8.2,21910398.0,4370.0,"5,000 to 9,999",Other Central City Suburban,"$400,089 to < $441,532",Under $1.1251,Met Standard
2316,14.0,8982.0,95.0,3.8,85.5,86.3,428.0,45.1,2.6,1197.0,15.7,47365.0,11.9,117857773.0,13107.0,18.6,66.9,14.4,45688974.0,5081.0,"5,000 to 9,999",Other Central City Suburban,"$400,089 to < $441,532",$1.2365 to under $1.3593,Met Standard
2317,11.0,4847.0,95.7,0.2,92.5,98.5,316.0,70.3,26.1,1434.0,22.5,47964.0,14.6,53022401.0,10932.0,12.0,82.6,5.5,22156786.0,4568.0,"3,000 to 4,999",Other Central City Suburban,"$469,944 to < $525,059",$1.3593 and over,Met Standard
2318,29.0,19832.0,95.6,1.7,91.3,94.1,1207.0,60.1,11.8,1295.0,17.8,48507.0,13.6,183389730.0,9248.0,24.2,61.6,14.2,105390358.0,5315.0,"10,000 to 24,999",Other Central City,"$441,532 to < $469,944",$1.2365 to under $1.3593,Met Standard
2319,1.0,381.0,96.3,0.0,100.0,100.0,28.0,92.9,30.8,1429.0,21.8,46032.0,8.3,7179733.0,20871.0,34.5,49.8,15.7,2047216.0,5951.0,Under 500,Non-metropolitan Fast Growing,"$683,703 to < $2,233,241",$1.1251 to under $1.2365,Met Standard
2320,4.0,1729.0,96.0,0.2,98.3,95.2,118.0,72.0,9.4,1333.0,18.8,42478.0,14.0,16134646.0,9441.0,31.0,63.6,5.4,8096362.0,4737.0,"1,600 to 2,999",Other Central City Suburban,"$382,231 to < $400,089",$1.2365 to under $1.3593,Met Standard
2321,3.0,1097.0,93.3,2.0,90.7,85.5,69.0,79.7,5.5,1147.0,16.3,47757.0,12.3,11759224.0,10528.0,43.8,41.5,14.6,6019095.0,5389.0,"1,000 to 1,599",Non-metropolitan Stable,"$340,343 to < $382,231",$1.1251 to under $1.2365,Improvement Required
2322,10.0,5406.0,92.7,1.2,82.0,85.4,278.0,61.5,10.5,1415.0,18.2,43463.0,11.8,55251852.0,10097.0,44.0,38.6,17.4,24083319.0,4401.0,"5,000 to 9,999",Independent Town,"$239,665 to < $259,094",$1.1251 to under $1.2365,Met Standard
2323,3.0,604.0,94.0,1.8,90.6,97.6,49.0,77.6,2.6,-1.0,16.3,40517.0,13.0,7228356.0,11677.0,66.5,15.8,17.6,3357788.0,5425.0,500 to 999,Rural,"$101,960 to < $151,909",$1.2365 to under $1.3593,Met Standard
2324,5.0,1894.0,95.4,0.7,94.4,94.3,136.0,69.1,13.8,1417.0,19.3,43846.0,14.9,17841238.0,9490.0,69.5,19.5,11.0,8226550.0,4376.0,"1,600 to 2,999",Non-metropolitan Stable,"$101,960 to < $151,909",$1.2365 to under $1.3593,Met Standard
2325,2.0,550.0,91.4,6.9,70.6,70.8,37.0,40.5,6.7,-1.0,18.1,38346.0,10.3,7168250.0,13177.0,47.9,29.9,22.2,2801634.0,5150.0,500 to 999,Rural,"$239,665 to < $259,094",$1.2365 to under $1.3593,Improvement Required
2326,8.0,3458.0,95.5,2.8,87.2,97.0,237.0,50.2,11.8,1347.0,19.1,48730.0,10.6,31923058.0,9248.0,27.4,63.7,8.9,15128363.0,4382.0,"3,000 to 4,999",Other Central City Suburban,"$400,089 to < $441,532",$1.2365 to under $1.3593,Met Standard
2327,16.0,10711.0,96.1,1.2,93.3,91.4,683.0,57.1,27.9,1435.0,21.4,47957.0,9.6,97043106.0,9203.0,33.7,60.5,5.8,43928191.0,4166.0,"10,000 to 24,999",Other Central City,"$312,844 to < $324,855",$1.3593 and over,Met Standard
2328,12.0,6566.0,95.3,1.8,91.3,94.5,405.0,48.6,21.3,1410.0,21.0,49546.0,11.3,60116192.0,9109.0,27.8,60.9,11.4,32545054.0,4931.0,"5,000 to 9,999",Other Central City Suburban,"$400,089 to < $441,532",$1.2365 to under $1.3593,Met Standard
2329,3.0,1096.0,96.7,0.0,96.8,95.7,90.0,56.7,33.3,1462.0,22.4,46532.0,13.7,10913093.0,9556.0,52.9,43.6,3.5,5761461.0,5045.0,"1,000 to 1,599",Non-metropolitan Stable,"$259,094 to < $282,185",$1.3593 and over,Met Standard
2330,10.0,4989.0,95.9,0.0,95.7,96.8,305.0,51.8,32.9,1471.0,22.2,52792.0,13.3,44915727.0,9195.0,40.4,51.6,8.0,23461894.0,4803.0,"3,000 to 4,999",Other Central City Suburban,"$299,922 to < $312,844",$1.3593 and over,Met Standard
2331,4.0,895.0,96.6,1.4,93.1,95.8,61.0,45.9,7.1,1300.0,-1.0,44184.0,9.7,10155699.0,11259.0,61.4,30.5,8.1,5003234.0,5547.0,500 to 999,Non-metropolitan Stable,"$181,217 to < $200,649",$1.3593 and over,Met Standard
2332,3.0,775.0,95.8,0.8,90.0,97.5,47.0,53.2,4.0,1291.0,19.1,44340.0,11.1,9230693.0,11340.0,47.5,48.8,3.7,3510919.0,4313.0,500 to 999,Rural,"$324,855 to < $340,343",$1.3593 and over,Met Standard
2333,4.0,1928.0,96.7,0.9,95.7,94.9,115.0,38.3,13.6,1358.0,19.5,45130.0,9.0,17975412.0,9506.0,65.1,24.7,10.3,8837078.0,4673.0,"1,600 to 2,999",Other Central City Suburban,"$151,909 to < $181,217",$1.3593 and over,Met Standard
2334,4.0,1727.0,96.2,0.6,94.3,97.9,82.0,62.2,17.6,1401.0,20.4,47563.0,12.4,22118523.0,13268.0,18.7,71.0,10.3,9392943.0,5635.0,"1,600 to 2,999",Major Suburban,"$683,703 to < $2,233,241",$1.1251 to under $1.2365,Met Standard
2335,3.0,722.0,96.6,0.0,98.2,100.0,53.0,50.9,11.1,-1.0,18.7,41075.0,12.1,8010966.0,11477.0,61.4,28.8,9.8,3690056.0,5287.0,500 to 999,Rural,"$151,909 to < $181,217",$1.3593 and over,Met Standard
2336,3.0,701.0,95.7,0.0,96.1,98.1,49.0,71.4,20.0,1457.0,20.5,41320.0,12.8,7239014.0,10054.0,72.1,22.4,5.6,3440176.0,4778.0,500 to 999,Rural,"$101,960 to < $151,909",$1.2365 to under $1.3593,Met Standard
2337,3.0,680.0,96.3,1.0,100.0,100.0,57.0,56.1,18.8,1593.0,20.8,43759.0,16.4,11117208.0,16519.0,57.0,17.5,25.5,4340762.0,6450.0,500 to 999,Rural,"$101,960 to < $151,909",$1.3593 and over,Met Standard
2338,5.0,1055.0,95.8,0.0,98.4,98.3,65.0,60.0,12.8,1387.0,19.3,46249.0,10.3,26935952.0,25411.0,9.9,83.9,6.2,5785430.0,5458.0,"1,000 to 1,599",Non-metropolitan Stable,"$525,059 to < $683,703",Under $1.1251,Met Standard
2339,5.0,717.0,93.4,3.1,91.1,90.2,42.0,47.6,5.0,1328.0,17.2,46602.0,10.2,9941867.0,15248.0,31.9,60.1,8.1,3501239.0,5370.0,500 to 999,Rural,"$340,343 to < $382,231",Under $1.1251,Improvement Required
2340,2.0,357.0,97.8,0.0,100.0,100.0,34.0,85.3,24.1,1494.0,21.4,49581.0,16.2,5479540.0,15263.0,30.3,67.2,2.5,2017152.0,5619.0,Under 500,Rural,"$340,343 to < $382,231",Under $1.1251,Met Standard
2341,6.0,3164.0,96.6,0.2,99.0,98.4,190.0,55.8,24.5,1442.0,20.6,46011.0,8.7,27459794.0,9066.0,59.6,34.5,5.9,11591680.0,3827.0,"3,000 to 4,999",Major Suburban,"$181,217 to < $200,649",$1.3593 and over,Met Standard
2342,13.0,8633.0,96.1,0.2,97.3,98.3,546.0,57.5,24.8,1425.0,21.8,48520.0,10.7,76336009.0,8939.0,40.7,55.0,4.3,31421269.0,3679.0,"5,000 to 9,999",Major Suburban,"$259,094 to < $282,185",$1.3593 and over,Met Standard
2343,7.0,3848.0,96.2,1.6,90.7,94.3,228.0,56.6,15.5,1373.0,20.5,47500.0,13.2,35874081.0,9561.0,64.6,25.7,9.8,17370342.0,4630.0,"3,000 to 4,999",Other Central City Suburban,"$151,909 to < $181,217",$1.2365 to under $1.3593,Met Standard
2344,4.0,1435.0,95.3,2.5,90.7,90.2,83.0,49.4,24.4,1412.0,19.9,42901.0,10.9,15974608.0,10964.0,55.2,34.1,10.8,5670107.0,3892.0,"1,000 to 1,599",Other Central City Suburban,"$200,649 to < $226,769",$1.3593 and over,Met Standard
2345,6.0,3392.0,95.7,0.7,94.3,99.2,236.0,49.6,27.4,1493.0,21.6,44143.0,9.5,32209354.0,9518.0,40.2,49.5,10.3,14514278.0,4289.0,"3,000 to 4,999",Other Central City Suburban,"$299,922 to < $312,844",$1.3593 and over,Met Standard
2346,8.0,4191.0,94.8,2.5,82.8,92.5,222.0,31.5,8.6,1309.0,19.0,50516.0,11.6,40909548.0,9699.0,40.8,44.6,14.7,20755454.0,4921.0,"3,000 to 4,999",Other Central City,"$299,922 to < $312,844",$1.2365 to under $1.3593,Met Standard
2347,3.0,975.0,96.0,0.9,92.3,95.1,60.0,46.7,21.4,1420.0,21.1,43675.0,10.8,9581565.0,9534.0,69.0,23.7,7.3,4616280.0,4593.0,500 to 999,Other Central City Suburban,"$151,909 to < $181,217",$1.2365 to under $1.3593,Met Standard
2348,9.0,7205.0,96.1,0.2,98.8,99.1,569.0,82.2,54.9,1611.0,25.0,51955.0,14.5,70149046.0,9915.0,13.8,82.0,4.3,30488568.0,4309.0,"5,000 to 9,999",Major Suburban,"$525,059 to < $683,703",$1.2365 to under $1.3593,Met Standard
2349,3.0,1115.0,96.5,1.2,94.9,97.3,77.0,66.2,33.3,1420.0,22.4,45653.0,14.1,12832438.0,11509.0,27.3,65.5,7.2,5461524.0,4898.0,"1,000 to 1,599",Independent Town,"$525,059 to < $683,703",$1.1251 to under $1.2365,Met Standard
2350,4.0,579.0,96.5,1.0,98.0,88.4,48.0,70.6,5.6,1314.0,18.9,44919.0,13.6,6542008.0,10190.0,46.0,40.8,13.2,2933121.0,4569.0,500 to 999,Rural,"$340,343 to < $382,231",Under $1.1251,Met Standard
2351,10.0,4991.0,96.0,0.0,90.7,93.8,335.0,57.3,32.3,1511.0,22.4,49222.0,14.6,45464636.0,9230.0,24.7,63.1,12.2,23801001.0,4832.0,"3,000 to 4,999",Independent Town,"$441,532 to < $469,944",$1.1251 to under $1.2365,Met Standard
2352,2.0,1005.0,95.1,1.9,89.7,92.3,82.0,64.6,24.5,1408.0,20.4,44251.0,14.3,9149890.0,9591.0,30.1,59.4,10.5,4499765.0,4717.0,"1,000 to 1,599",Non-metropolitan Stable,"$441,532 to < $469,944",Under $1.1251,Met Standard
2353,3.0,665.0,95.5,0.0,100.0,100.0,50.0,88.0,11.4,1319.0,19.6,44222.0,15.9,6467260.0,9539.0,38.8,51.7,9.5,3196511.0,4715.0,500 to 999,Rural,"$441,532 to < $469,944",Under $1.1251,Met Standard
2354,1.0,106.0,96.8,0.0,-1.0,100.0,4.0,-1.0,-1.0,-1.0,-1.0,57304.0,20.4,4465041.0,48533.0,7.6,91.3,1.1,1549397.0,16841.0,Under 500,Rural,"$2,233,241 and over",$1.2365 to under $1.3593,Met Standard
2355,3.0,640.0,95.9,0.5,92.7,87.1,38.0,71.1,18.5,1362.0,19.6,43510.0,14.5,6625912.0,10687.0,58.6,32.0,9.4,3437772.0,5545.0,500 to 999,Rural,"$259,094 to < $282,185",Under $1.1251,Met Standard
2356,8.0,3423.0,93.7,4.8,74.2,79.8,211.0,56.4,17.6,1306.0,19.9,44598.0,13.2,41424585.0,11692.0,48.6,32.0,19.4,17981405.0,5075.0,"3,000 to 4,999",Independent Town,"$181,217 to < $200,649",$1.3593 and over,Met Standard
2357,2.0,434.0,95.4,2.8,93.2,97.2,57.0,89.5,5.9,1219.0,18.5,46550.0,14.8,5292951.0,11457.0,36.0,56.1,8.0,2789951.0,6039.0,Under 500,Rural,"$525,059 to < $683,703",Under $1.1251,Met Standard
2358,2.0,588.0,96.5,1.3,88.9,90.2,56.0,89.3,20.0,1436.0,18.4,46717.0,12.2,7946221.0,15370.0,45.7,51.9,2.4,3020144.0,5842.0,500 to 999,Non-metropolitan Fast Growing,"$282,185 to < $299,922",$1.3593 and over,Met Standard
2359,3.0,303.0,95.9,0.0,100.0,100.0,12.0,83.3,0.0,-1.0,17.7,37718.0,10.7,4315847.0,14531.0,52.2,32.2,15.7,1885846.0,6350.0,Under 500,Rural,"$259,094 to < $282,185",$1.1251 to under $1.2365,Improvement Required
2360,2.0,383.0,96.8,0.0,100.0,100.0,34.0,58.8,20.0,-1.0,19.8,39094.0,15.0,4663774.0,12241.0,72.2,16.6,11.2,2182763.0,5729.0,Under 500,Rural,"$101,960 to < $151,909",$1.1251 to under $1.2365,Met Standard
2361,1.0,95.0,96.3,18.8,80.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,38468.0,14.4,1144189.0,16115.0,50.3,32.3,17.4,577974.0,8140.0,Under 500,Rural,"$382,231 to < $400,089",$1.1251 to under $1.2365,Met Standard
2362,3.0,897.0,96.6,0.4,100.0,95.5,58.0,60.3,22.9,1507.0,20.5,42775.0,14.1,9130252.0,10908.0,9.5,86.2,4.3,4162966.0,4974.0,500 to 999,Non-metropolitan Stable,"$683,703 to < $2,233,241",$1.1251 to under $1.2365,Met Standard
2363,8.0,3591.0,95.7,0.9,90.8,95.4,171.0,59.1,24.8,1588.0,20.0,41234.0,13.8,37181888.0,10412.0,52.3,30.3,17.4,17667705.0,4948.0,"3,000 to 4,999",Independent Town,"$181,217 to < $200,649",$1.3593 and over,Met Standard
2364,6.0,2883.0,96.8,0.2,94.2,91.4,220.0,44.5,32.7,1514.0,21.5,42272.0,15.1,28778343.0,9876.0,41.1,48.5,10.5,15515964.0,5325.0,"1,600 to 2,999",Independent Town,"$299,922 to < $312,844",Under $1.1251,Met Standard
2365,4.0,1133.0,96.2,1.1,96.8,92.0,90.0,47.8,20.9,-1.0,20.3,42333.0,14.5,10296184.0,9144.0,66.8,27.4,5.9,4869771.0,4325.0,"1,000 to 1,599",Non-metropolitan Stable,"$151,909 to < $181,217",$1.1251 to under $1.2365,Met Standard
2366,1.0,150.0,96.5,0.0,100.0,100.0,12.0,41.7,0.0,-1.0,-1.0,39225.0,10.3,1807736.0,11228.0,54.8,34.1,11.0,1053167.0,6541.0,Under 500,Rural,"$324,855 to < $340,343",Under $1.1251,Met Standard
2367,4.0,1413.0,95.6,0.5,92.2,90.8,84.0,59.5,8.0,1476.0,19.5,43976.0,13.6,13585849.0,9547.0,58.4,25.3,16.3,7542289.0,5300.0,"1,000 to 1,599",Non-metropolitan Stable,"$151,909 to < $181,217",Under $1.1251,Met Standard
2368,3.0,635.0,96.0,2.0,95.5,95.8,42.0,64.3,3.7,-1.0,17.9,39581.0,11.8,7868320.0,11761.0,62.8,26.4,10.8,3551405.0,5309.0,500 to 999,Rural,"$200,649 to < $226,769",Under $1.1251,Met Standard
2369,3.0,384.0,96.5,0.0,96.6,100.0,30.0,80.0,16.7,-1.0,19.7,41663.0,14.6,4556655.0,11033.0,61.7,27.8,10.5,2160944.0,5232.0,Under 500,Rural,"$200,649 to < $226,769",Under $1.1251,Met Standard
2370,3.0,448.0,96.1,0.7,100.0,88.9,31.0,90.3,14.3,-1.0,19.2,43811.0,14.2,6055956.0,13281.0,15.2,78.0,6.8,2472132.0,5421.0,Under 500,Non-metropolitan Fast Growing,"$683,703 to < $2,233,241",Under $1.1251,Met Standard
2371,5.0,3380.0,95.4,0.0,97.7,97.8,216.0,58.8,29.1,1451.0,21.0,44277.0,13.0,32242715.0,9494.0,42.4,48.3,9.3,14639517.0,4311.0,"3,000 to 4,999",Other Central City Suburban,"$282,185 to < $299,922",$1.3593 and over,Met Standard
2372,1.0,313.0,96.2,0.0,100.0,100.0,22.0,59.1,7.7,1383.0,-1.0,40630.0,15.7,3871654.0,12530.0,47.4,29.6,23.0,2368878.0,7666.0,Under 500,Rural,"$259,094 to < $282,185",Under $1.1251,Met Standard
2373,4.0,1364.0,94.0,0.9,95.6,97.1,62.0,66.1,7.3,1177.0,16.0,46151.0,12.4,29903589.0,23199.0,3.5,90.6,6.0,7926823.0,6150.0,"1,000 to 1,599",Other Central City Suburban,"$525,059 to < $683,703",Under $1.1251,Met Standard
2374,5.0,1019.0,96.4,0.0,98.7,98.7,74.0,52.7,20.5,1455.0,21.3,43465.0,15.1,11142548.0,11087.0,31.1,63.9,5.0,5212887.0,5187.0,"1,000 to 1,599",Non-metropolitan Stable,"$525,059 to < $683,703",Under $1.1251,Met Standard
2375,2.0,318.0,97.1,0.0,100.0,100.0,16.0,68.8,18.2,1409.0,20.6,43033.0,14.4,3330832.0,11368.0,44.8,49.8,5.4,1666957.0,5689.0,Under 500,Rural,"$282,185 to < $299,922",Under $1.1251,Met Standard
2376,3.0,583.0,96.8,0.0,100.0,95.9,44.0,81.8,44.4,1472.0,21.8,47348.0,18.1,6917527.0,11510.0,38.1,58.4,3.5,2592333.0,4313.0,500 to 999,Rural,"$340,343 to < $382,231",Under $1.1251,Met Standard
2377,4.0,1917.0,96.9,0.0,97.1,66.7,149.0,53.0,16.5,1401.0,19.8,45241.0,15.2,20293778.0,10658.0,33.6,56.7,9.7,9228914.0,4847.0,"1,600 to 2,999",Non-metropolitan Stable,"$382,231 to < $400,089",$1.3593 and over,Met Standard
2378,3.0,944.0,96.1,0.0,98.4,94.7,60.0,55.0,27.3,1416.0,18.3,42756.0,12.8,8791975.0,9619.0,44.7,47.0,8.3,4554175.0,4983.0,500 to 999,Non-metropolitan Stable,"$340,343 to < $382,231",Under $1.1251,Met Standard
2379,3.0,988.0,95.9,0.7,94.9,96.9,54.0,44.4,20.8,1384.0,19.2,42139.0,12.3,9784165.0,10464.0,45.2,47.4,7.4,4470644.0,4781.0,500 to 999,Non-metropolitan Stable,"$340,343 to < $382,231",$1.2365 to under $1.3593,Met Standard
2380,2.0,687.0,95.7,1.6,96.6,98.0,55.0,58.2,12.5,1438.0,19.3,46345.0,15.3,7938146.0,11883.0,36.5,49.9,13.5,4096752.0,6133.0,500 to 999,Rural,"$441,532 to < $469,944",Under $1.1251,Met Standard
2381,3.0,513.0,95.8,0.6,94.7,97.1,36.0,66.7,12.5,1363.0,20.2,41664.0,14.1,4949421.0,9500.0,21.9,72.2,6.0,2603714.0,4998.0,500 to 999,Rural,"$683,703 to < $2,233,241",$1.1251 to under $1.2365,Met Standard
2382,2.0,159.0,96.8,1.4,100.0,90.0,17.0,76.5,7.7,1308.0,16.9,40431.0,10.8,2748495.0,13088.0,14.2,77.2,8.5,1303080.0,6205.0,Under 500,Rural,"$683,703 to < $2,233,241",$1.1251 to under $1.2365,Met Standard
2383,3.0,729.0,95.4,1.5,88.5,92.7,47.0,23.4,27.3,1530.0,21.0,49762.0,16.7,11595069.0,16217.0,35.8,59.9,4.3,5157656.0,7214.0,500 to 999,Rural,"$683,703 to < $2,233,241",Under $1.1251,Met Standard
2384,7.0,3818.0,95.2,2.8,82.9,87.6,157.0,36.9,13.8,1347.0,19.1,48739.0,7.6,34456445.0,9461.0,57.5,31.4,11.2,14886177.0,4087.0,"3,000 to 4,999",Other Central City Suburban,"$181,217 to < $200,649",$1.2365 to under $1.3593,Improvement Required
2385,9.0,5069.0,95.6,0.7,96.0,93.3,336.0,38.1,18.0,1372.0,19.5,48454.0,10.4,43746900.0,8634.0,46.3,44.1,9.7,20657085.0,4077.0,"5,000 to 9,999",Independent Town,"$282,185 to < $299,922",$1.1251 to under $1.2365,Met Standard
2386,5.0,1297.0,95.2,0.0,93.8,94.6,76.0,53.9,7.3,1300.0,20.1,47043.0,14.6,11808949.0,9219.0,57.1,35.0,7.9,5237624.0,4089.0,"1,000 to 1,599",Non-metropolitan Stable,"$200,649 to < $226,769",$1.1251 to under $1.2365,Met Standard
2387,3.0,499.0,95.4,0.0,100.0,100.0,43.0,39.5,0.0,1231.0,-1.0,44121.0,11.2,6451734.0,12383.0,34.7,56.8,8.6,2864906.0,5499.0,Under 500,Rural,"$469,944 to < $525,059",$1.1251 to under $1.2365,Met Standard
2388,5.0,2067.0,95.8,1.1,96.7,94.4,117.0,67.5,24.1,1408.0,21.9,44128.0,13.2,27439144.0,12937.0,27.0,54.7,18.4,10996952.0,5185.0,"1,600 to 2,999",Non-metropolitan Stable,"$340,343 to < $382,231",$1.1251 to under $1.2365,Met Standard
2389,4.0,1880.0,95.2,1.0,93.5,94.2,140.0,36.4,25.5,1484.0,21.3,49877.0,12.8,16433599.0,8883.0,58.9,32.9,8.3,8774754.0,4743.0,"1,600 to 2,999",Non-metropolitan Stable,"$200,649 to < $226,769",$1.1251 to under $1.2365,Met Standard
2390,2.0,325.0,97.2,2.2,100.0,89.5,20.0,40.0,0.0,-1.0,16.0,41424.0,12.8,4133449.0,12837.0,78.8,11.5,9.7,1918883.0,5959.0,Under 500,Rural,"$101,960 to < $151,909",$1.1251 to under $1.2365,Improvement Required
2391,6.0,1855.0,95.2,0.0,96.8,98.3,126.0,56.3,14.1,1427.0,19.4,52902.0,15.8,20864308.0,12095.0,26.2,67.0,6.9,9555458.0,5539.0,"1,600 to 2,999",Non-metropolitan Stable,"$683,703 to < $2,233,241",Under $1.1251,Met Standard
2392,5.0,1977.0,95.6,1.6,90.0,88.8,121.0,62.0,14.7,-1.0,18.8,45483.0,8.3,19803255.0,9641.0,59.7,26.1,14.2,10684069.0,5202.0,"1,600 to 2,999",Non-metropolitan Stable,"$181,217 to < $200,649",Under $1.1251,Met Standard
2393,1.0,179.0,97.0,0.0,93.3,100.0,14.0,100.0,50.0,-1.0,23.1,43171.0,12.9,2449927.0,13315.0,18.9,77.4,3.7,1142304.0,6208.0,Under 500,Rural,"$683,703 to < $2,233,241",Under $1.1251,Met Standard
